id,response_id,question,raw_response,category,theme,subtheme,media,group_name,tactic,notes,language,change_comb
199_c_ecy,199,change_econ_n,"Crappy internet service, town shuts down all winter, residents feel like they ""fake it' for a few summer owners ",change_questions,economy ,year-round economy,,,,,,change_econ
199_c_ecs,199,change_econ_n,"Crappy internet service, town shuts down all winter, residents feel like they ""fake it' for a few summer owners ",change_questions,economy ,second homes,,,,,,change_econ
200_c_ecu,200,change_econ_n,"Out of control growth, """" home/property prices, some people are negative, think they are better than others ",change_questions,economy ,uncontrolled growth,,,,,,change_econ
200_c_ech,200,change_econ_n,"Out of control growth, """" home/property prices, some people are negative, think they are better than others ",change_questions,economy ,housing affordability (rental/own,,,,,,change_econ
200_c_ecd,200,change_econ_n,"Out of control growth, """" home/property prices, some people are negative, think they are better than others ",change_questions,economy ,divisiveness,,,,,,change_econ
201_c_ecw,201,change_econ_n,"Loss of restaurants, amenities we have now because of staffing and housing issues - this might even affect us being a tourism based economy! It's a very chicken/egg type thing ",change_questions,economy ,workforce housing,,,,,,change_econ
201_c_ecl,201,change_econ_n,"Loss of restaurants, amenities we have now because of staffing and housing issues - this might even affect us being a tourism based economy! It's a very chicken/egg type thing ",change_questions,economy ,lack of workforce,,,,,,change_econ
201_c_ect,201,change_econ_n,"Loss of restaurants, amenities we have now because of staffing and housing issues - this might even affect us being a tourism based economy! It's a very chicken/egg type thing ",change_questions,economy ,tourism,,,,,,change_econ
202_c_eco,202,change_econ_n,"OHV noise pollution/dust take-over, shrinking restaurant industry ",change_questions,economy ,ohvs,,,,,,change_econ
203_c_ect,203,change_econ_n,Increased focus on tourism (summer and increasing winter). Toursim is not sustainable and it doesn't lead to a thriving economy or opportunities for the community ,change_questions,economy ,tourism,,,,,,change_econ
203_c_ecd,203,change_econ_n,Increased focus on tourism (summer and increasing winter). Toursim is not sustainable and it doesn't lead to a thriving economy or opportunities for the community ,change_questions,economy ,diversified economy,,,,,,change_econ
204_c_ece,204,change_econ_n,Non-stop noise from construction. Locals getting prices out. Not being able to house workforce vs. to turn into every other Colorado mountain town ,change_questions,economy ,environmental degradation,,,,,,change_econ
204_c_ecg,204,change_econ_n,Non-stop noise from construction. Locals getting prices out. Not being able to house workforce vs. to turn into every other Colorado mountain town ,change_questions,economy ,gentrification,,,,,,change_econ
204_c_ecb,204,change_econ_n,Non-stop noise from construction. Locals getting prices out. Not being able to house workforce vs. to turn into every other Colorado mountain town ,change_questions,economy ,becoming ski resort town,,,,,,change_econ
204_c_ecw,204,change_econ_n,Non-stop noise from construction. Locals getting prices out. Not being able to house workforce vs. to turn into every other Colorado mountain town ,change_questions,economy ,workforce housing,,,,,,change_econ
209_c_ect,209,change_econ_n,"Increasing summer traffic overwhelming town and resources, more ",change_questions,economy ,tourism,,,,,,change_econ
210_c_ecw,210,change_econ_n,"workforce housing, infrastructure failure, less workforce",change_questions,economy ,workforce housing,,,,,,change_econ
210_c_in,210,change_econ_n,"workforce housing, infrastructure failure, less workforce",change_questions,infrastructure,,,,,,,change_econ
210_c_ecl,210,change_econ_n,"workforce housing, infrastructure failure, less workforce",change_questions,economy ,lack of workforce,,,,,,change_econ
150_c_eca,150,change_econ_p,"Jobs need to meet the pay demand for housing. Reliable year round work the is contributing to this community gives back - we can't rely on restaurants and clothing stores - more diversity so we can take care of ourselves - the less we rely on neighboring communities the stronger we are (w/o bringing in a walmart). Affordable grocery store w/ fresh options. Hair salon/barber shop. Vet/clinic. Diverse outdoor shops - fishing, camping items.",change_questions,economy ,affordable groceries,,,,,,change_econ
150_c_seh,150,change_econ_p,"Jobs need to meet the pay demand for housing. Reliable year round work the is contributing to this community gives back - we can't rely on restaurants and clothing stores - more diversity so we can take care of ourselves - the less we rely on neighboring communities the stronger we are (w/o bringing in a walmart). Affordable grocery store w/ fresh options. Hair salon/barber shop. Vet/clinic. Diverse outdoor shops - fishing, camping items.",change_questions,services and amenities,healthcare,,,,,,change_econ
150_c_ecd,150,change_econ_p,"Jobs need to meet the pay demand for housing. Reliable year round work the is contributing to this community gives back - we can't rely on restaurants and clothing stores - more diversity so we can take care of ourselves - the less we rely on neighboring communities the stronger we are (w/o bringing in a walmart). Affordable grocery store w/ fresh options. Hair salon/barber shop. Vet/clinic. Diverse outdoor shops - fishing, camping items.",change_questions,economy ,diversified economy,,,,,,change_econ
150_c_ecy,150,change_econ_p,"Jobs need to meet the pay demand for housing. Reliable year round work the is contributing to this community gives back - we can't rely on restaurants and clothing stores - more diversity so we can take care of ourselves - the less we rely on neighboring communities the stronger we are (w/o bringing in a walmart). Affordable grocery store w/ fresh options. Hair salon/barber shop. Vet/clinic. Diverse outdoor shops - fishing, camping items.",change_questions,economy ,year-round economy,,,,,,change_econ
150_c_ech,150,change_econ_p,"Jobs need to meet the pay demand for housing. Reliable year round work the is contributing to this community gives back - we can't rely on restaurants and clothing stores - more diversity so we can take care of ourselves - the less we rely on neighboring communities the stronger we are (w/o bringing in a walmart). Affordable grocery store w/ fresh options. Hair salon/barber shop. Vet/clinic. Diverse outdoor shops - fishing, camping items.",change_questions,economy ,housing affordability (rental/own,,,,,,change_econ
150_c_ecw,150,change_econ_p,"Jobs need to meet the pay demand for housing. Reliable year round work the is contributing to this community gives back - we can't rely on restaurants and clothing stores - more diversity so we can take care of ourselves - the less we rely on neighboring communities the stronger we are (w/o bringing in a walmart). Affordable grocery store w/ fresh options. Hair salon/barber shop. Vet/clinic. Diverse outdoor shops - fishing, camping items.",change_questions,economy ,wages,,,,,,change_econ
151_c_ech,151,change_econ_p,Diversification. We are stuck in a cycle where the only jobs available are service industry and seasonal. This does not commonly attract the kind of people that are looking to settle down here. But lack of talented worker pool leads to it being difficult to hire for more skilled jobs. Cycle needs to be broken and I think this starts with housing. Less tourist focused businesses need more people in town.,change_questions,economy ,housing stock,,,,,,change_econ
151_c_ecp,151,change_econ_p,Diversification. We are stuck in a cycle where the only jobs available are service industry and seasonal. This does not commonly attract the kind of people that are looking to settle down here. But lack of talented worker pool leads to it being difficult to hire for more skilled jobs. Cycle needs to be broken and I think this starts with housing. Less tourist focused businesses need more people in town.,change_questions,economy ,population growth,,,,,,change_econ
151_c_ect,151,change_econ_p,Diversification. We are stuck in a cycle where the only jobs available are service industry and seasonal. This does not commonly attract the kind of people that are looking to settle down here. But lack of talented worker pool leads to it being difficult to hire for more skilled jobs. Cycle needs to be broken and I think this starts with housing. Less tourist focused businesses need more people in town.,change_questions,economy ,tourism,,,,,,change_econ
151_c_ecw,151,change_econ_p,Diversification. We are stuck in a cycle where the only jobs available are service industry and seasonal. This does not commonly attract the kind of people that are looking to settle down here. But lack of talented worker pool leads to it being difficult to hire for more skilled jobs. Cycle needs to be broken and I think this starts with housing. Less tourist focused businesses need more people in town.,change_questions,economy ,workforce skill set,,,,,,change_econ
151_c_ecy,151,change_econ_p,Diversification. We are stuck in a cycle where the only jobs available are service industry and seasonal. This does not commonly attract the kind of people that are looking to settle down here. But lack of talented worker pool leads to it being difficult to hire for more skilled jobs. Cycle needs to be broken and I think this starts with housing. Less tourist focused businesses need more people in town.,change_questions,economy ,year-round economy,,,,,,change_econ
151_c_ecj,151,change_econ_p,Diversification. We are stuck in a cycle where the only jobs available are service industry and seasonal. This does not commonly attract the kind of people that are looking to settle down here. But lack of talented worker pool leads to it being difficult to hire for more skilled jobs. Cycle needs to be broken and I think this starts with housing. Less tourist focused businesses need more people in town.,change_questions,economy ,job availability,,,,,,change_econ
151_c_ecd,151,change_econ_p,Diversification. We are stuck in a cycle where the only jobs available are service industry and seasonal. This does not commonly attract the kind of people that are looking to settle down here. But lack of talented worker pool leads to it being difficult to hire for more skilled jobs. Cycle needs to be broken and I think this starts with housing. Less tourist focused businesses need more people in town.,change_questions,economy ,diversified economy,,,,,,change_econ
153_c_ecl,153,change_econ_p,"Employment outside of the service industry. Light manufacturing, environmentally focused/sound, available to all (including immigrants), above minimum wage jobs, balance! tourism will not go away",change_questions,economy ,localized economy,,,,,,change_econ
153_c_ecs,153,change_econ_p,"Employment outside of the service industry. Light manufacturing, environmentally focused/sound, available to all (including immigrants), above minimum wage jobs, balance! tourism will not go away",change_questions,economy ,sustainability,,,,,,change_econ
153_c_ect,153,change_econ_p,"Employment outside of the service industry. Light manufacturing, environmentally focused/sound, available to all (including immigrants), above minimum wage jobs, balance! tourism will not go away",change_questions,economy ,tourism,,,,,,change_econ
153_c_ecw,153,change_econ_p,"Employment outside of the service industry. Light manufacturing, environmentally focused/sound, available to all (including immigrants), above minimum wage jobs, balance! tourism will not go away",change_questions,economy ,wages,,,,,,change_econ
153_c_ecd,153,change_econ_p,"Employment outside of the service industry. Light manufacturing, environmentally focused/sound, available to all (including immigrants), above minimum wage jobs, balance! tourism will not go away",change_questions,economy ,diversified economy,,,,,,change_econ
153_c_ecd,153,change_econ_p,"Employment outside of the service industry. Light manufacturing, environmentally focused/sound, available to all (including immigrants), above minimum wage jobs, balance! tourism will not go away",change_questions,economy ,dbie,,,,,,change_econ
154_c_ecp,154,change_econ_p,"Where did you come from, what do you miss? Min/max population. Expand out from the 10-3 -> 2 shifts vs. 1 outside of train hours, businesses (min wage service industry jobs) aimed towards locals and year round vs. tourists and summer (local buy in, recreation based) ",change_questions,economy ,population growth,,,,,,change_econ
154_c_ect,154,change_econ_p,"Where did you come from, what do you miss? Min/max population. Expand out from the 10-3 -> 2 shifts vs. 1 outside of train hours, businesses (min wage service industry jobs) aimed towards locals and year round vs. tourists and summer (local buy in, recreation based) ",change_questions,economy ,tourism,,,,,,change_econ
154_c_ecy,154,change_econ_p,"Where did you come from, what do you miss? Min/max population. Expand out from the 10-3 -> 2 shifts vs. 1 outside of train hours, businesses (min wage service industry jobs) aimed towards locals and year round vs. tourists and summer (local buy in, recreation based) ",change_questions,economy ,year-round economy,,,,,,change_econ
154_c_ecd,154,change_econ_p,"Where did you come from, what do you miss? Min/max population. Expand out from the 10-3 -> 2 shifts vs. 1 outside of train hours, businesses (min wage service industry jobs) aimed towards locals and year round vs. tourists and summer (local buy in, recreation based) ",change_questions,economy ,diversified economy,,,,,,change_econ
156_c_ecy,156,change_econ_p,"I don't think we have any economic issues in the summer, but I feel like we need to focus on the winter stability and what we have to offer tourists... the other thing we need to focus on is manufacturing so we are not just relying on tourism ",change_questions,economy ,year-round economy,,,,,,change_econ
156_c_ect,156,change_econ_p,"I don't think we have any economic issues in the summer, but I feel like we need to focus on the winter stability and what we have to offer tourists... the other thing we need to focus on is manufacturing so we are not just relying on tourism ",change_questions,economy ,tourism,,,,,,change_econ
156_c_ecd,156,change_econ_p,"I don't think we have any economic issues in the summer, but I feel like we need to focus on the winter stability and what we have to offer tourists... the other thing we need to focus on is manufacturing so we are not just relying on tourism ",change_questions,economy ,diversified economy,,,,,,change_econ
198_c_ecp,198,change_econ_p,"Increased population would lead to more sustainable year round economy, more available workforce, increased specialized services, i.e. hairstylist/dentist, increased job opportunities ",change_questions,economy ,population growth,,,,,,change_econ
198_c_ecy,198,change_econ_p,"Increased population would lead to more sustainable year round economy, more available workforce, increased specialized services, i.e. hairstylist/dentist, increased job opportunities ",change_questions,economy ,year-round economy,,,,,,change_econ
198_c_ecl,198,change_econ_p,"Increased population would lead to more sustainable year round economy, more available workforce, increased specialized services, i.e. hairstylist/dentist, increased job opportunities ",change_questions,economy ,lack of workforce,,,,,,change_econ
198_c_ecj,198,change_econ_p,"Increased population would lead to more sustainable year round economy, more available workforce, increased specialized services, i.e. hairstylist/dentist, increased job opportunities ",change_questions,economy ,job availability,,,,,,change_econ
198_c_se,198,change_econ_p,"Increased population would lead to more sustainable year round economy, more available workforce, increased specialized services, i.e. hairstylist/dentist, increased job opportunities ",change_questions,services and amenities,,,,,,,change_econ
199_c_ecd,199,change_econ_p,"Diversity - sectors, income/ages, tenure?, education, get away from - salmon run/seasonality. Risk mitigation - to not be ""all in"" on one sector, cycling (?) tax base, meet needs of residents ",change_questions,economy ,diversified economy,,,,,,change_econ
199_c_ecy,199,change_econ_p,"Diversity - sectors, income/ages, tenure?, education, get away from - salmon run/seasonality. Risk mitigation - to not be ""all in"" on one sector, cycling (?) tax base, meet needs of residents ",change_questions,economy ,year-round economy,,,,,,change_econ
199_c_ect,199,change_econ_p,"Diversity - sectors, income/ages, tenure?, education, get away from - salmon run/seasonality. Risk mitigation - to not be ""all in"" on one sector, cycling (?) tax base, meet needs of residents ",change_questions,economy ,taxes,,,,,,change_econ
200_c_ecf,200,change_econ_p,"Family friendly, cost $ keep cost low, friendship among all grps, equality!!!, homes everyone needs a home",change_questions,economy ,family friendly,,,,,,change_econ
200_c_ech,200,change_econ_p,"Family friendly, cost $ keep cost low, friendship among all grps, equality!!!, homes everyone needs a home",change_questions,economy ,housing affordability (rental/own,,,,,,change_econ
200_c_ecc,200,change_econ_p,"Family friendly, cost $ keep cost low, friendship among all grps, equality!!!, homes everyone needs a home",change_questions,economy ,community closeness (opposite of divisiveness),,,,,,change_econ
200_c_ecd,200,change_econ_p,"Family friendly, cost $ keep cost low, friendship among all grps, equality!!!, homes everyone needs a home",change_questions,economy ,dbie,,,,,,change_econ
